member_no,lastname,firstname,middleinitial,street,city,state_prov,country,mail_code,phone_no,issue_dt,expr_dt,corp_no,prev_balance,curr_balance,member_code
9364,DORR,BBPLIYOUPVLS, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.480,2000-12-10 10:43:29.480,NULL,0.00,0.00,  
9365,EFLIN,VSJEVROULXCWQO, , , ,  ,  ,          , ,1999-10-13 10:43:29.480,2000-12-10 10:43:29.480,NULL,0.00,0.00,  
9366,FLORINI,CICIIFFQQQFICH, , , ,  ,  ,          , ,1999-10-13 10:43:29.490,2000-12-10 10:43:29.490,NULL,0.00,0.00,  
9367,GOHAN,ZEPVOWBETTNJ, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.490,2000-12-10 10:43:29.490,NULL,0.00,0.00,  
9368,HAHN,PFGCVEJ, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.500,2000-12-10 10:43:29.500,NULL,0.00,0.00,  
9369,INFANTE,XIXFFHWTQFGJIX, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.500,2000-12-10 10:43:29.500,NULL,0.00,0.00,  
9370,JONES,SUGSOBIKQTGFW, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.510,2000-12-10 10:43:29.510,NULL,0.00,0.00,  
9371,KAHRMANN,NFYLNJIFEIWGKB, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.510,2000-12-10 10:43:29.510,NULL,0.00,0.00,  
9372,LING,QATLTP, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.510,2000-12-10 10:43:29.510,NULL,0.00,0.00,  
9373,MAKAI,YSMSWRFTFFNRCA, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.520,2000-12-10 10:43:29.520,390,0.00,0.00,  
9374,NELSON,FMVINGRJRHXLC, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.520,2000-12-10 10:43:29.520,NULL,0.00,0.00,  
9375,OLPHANT,SMEKNZDVAOGO, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.530,2000-12-10 10:43:29.530,NULL,0.00,0.00,  
9376,PAYNTER,LCNFKWJ, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.530,2000-12-10 10:43:29.530,NULL,0.00,0.00,  
9377,QUINT,GDEHGKHSZHRAVL, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.540,2000-12-10 10:43:29.540,NULL,0.00,0.00,  
9378,RYAN,HKQD, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.540,2000-12-10 10:43:29.540,477,0.00,0.00,  
9379,STEIN,TXOWFHUQLVVUUJ, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.550,2000-12-10 10:43:29.550,NULL,0.00,0.00,  
9380,TOLSKY,CUYCLHWFJTPAR, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.550,2000-12-10 10:43:29.550,472,0.00,0.00,  
9381,UNAKLET,JYRQDXV, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.560,2000-12-10 10:43:29.560,NULL,0.00,0.00,  
9382,VANN,AKLUPDANYDQNLU, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.560,2000-12-10 10:43:29.560,NULL,0.00,0.00,  
9383,WOLFMULE,IUDOLDHFIBUCC, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.570,2000-12-10 10:43:29.570,NULL,0.00,0.00,  
9384,XAVIER,SOYJBHSIZVMSVC, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.570,2000-12-10 10:43:29.570,NULL,0.00,0.00,  
9385,YEONG,OHTDJ, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.583,2000-12-10 10:43:29.583,NULL,0.00,0.00,  
9386,ZUCKER,YKUFDOVXQTSN, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.583,2000-12-10 10:43:29.583,NULL,0.00,0.00,  
9387,ANDERSON,EODMPBSS, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.763,2000-12-10 10:43:29.763,NULL,0.00,0.00,  
9388,BARR,WBEXZBHQFNGHEW, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.773,2000-12-10 10:43:29.773,474,0.00,0.00,  
9389,CHEN,KFKBGQUPSQ, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.773,2000-12-10 10:43:29.773,NULL,0.00,0.00,  
9390,DORR,HDQRCOZOVGJHHJ, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.783,2000-12-10 10:43:29.783,NULL,0.00,0.00,  
9391,EFLIN,QQLBHIRG, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.783,2000-12-10 10:43:29.783,NULL,0.00,0.00,  
9392,FLORINI,TGSVDHFQKSF, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.793,2000-12-10 10:43:29.793,NULL,0.00,0.00,  
9393,GOHAN,VXZEINY, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.793,2000-12-10 10:43:29.793,NULL,0.00,0.00,  
9394,HAHN,ZGAGFHPHWQSXIC, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.793,2000-12-10 10:43:29.793,NULL,0.00,0.00,  
9395,INFANTE,DREMMNKPOXUSXD, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.803,2000-12-10 10:43:29.803,374,0.00,0.00,  
9396,JONES,VMXMDOCAEFIEEV, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.813,2000-12-10 10:43:29.813,NULL,0.00,0.00,  
9397,KAHRMANN,WEVHHVMXORIUI, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.813,2000-12-10 10:43:29.813,NULL,0.00,0.00,  
9398,LING,FVMEJFQZLGO, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.823,2000-12-10 10:43:29.823,NULL,0.00,0.00,  
9399,MAKAI,JHYNPPUCXSGPIF, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.823,2000-12-10 10:43:29.823,NULL,0.00,0.00,  
9400,NELSON,MRCZPDRXNSMBHH, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.833,2000-12-10 10:43:29.833,NULL,0.00,0.00,  
9401,OLPHANT,UULILFLUGKVBHH, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.833,2000-12-10 10:43:29.833,NULL,0.00,0.00,  
9402,PAYNTER,XXLBOGMFGDRYMM, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.843,2000-12-10 10:43:29.843,NULL,0.00,0.00,  
9403,QUINT,YFIXWOQXDCPUKI, , , ,  ,  ,          , ,1999-10-13 10:43:29.843,2000-12-10 10:43:29.843,NULL,0.00,0.00,  
9404,RYAN,NYVULILDTPD, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.853,2000-12-10 10:43:29.853,NULL,0.00,0.00,  
9405,STEIN,XQLGNWI, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.853,2000-12-10 10:43:29.853,482,0.00,0.00,  
9406,TOLSKY,WHSEQCCRTAFPKE, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.863,2000-12-10 10:43:29.863,NULL,0.00,0.00,  
9407,UNAKLET,GRCKOJQJW, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.863,2000-12-10 10:43:29.863,NULL,0.00,0.00,  
9408,VANN,CMPLLRLYHA, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.873,2000-12-10 10:43:29.873,377,0.00,0.00,  
9409,WOLFMULE,YENJHZHYLSCAJZ, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.873,2000-12-10 10:43:29.873,NULL,0.00,0.00,  
9410,XAVIER,MXRYLRC, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.883,2000-12-10 10:43:29.883,NULL,0.00,0.00,  
9411,YEONG,YJEGBKULPUS, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.883,2000-12-10 10:43:29.883,NULL,0.00,0.00,  
9412,ZUCKER,SVPBSPWJQIPBQG, , , ,  ,  ,          ,             ,1999-10-13 10:43:29.893,2000-12-10 10:43:29.893,NULL,0.00,0.00,  
9413,ANDERSON,PCVBUQOZRUVWUW, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.083,2000-12-10 10:43:30.083,423,0.00,0.00,  
9414,BARR,JLOCFGLCSQUAVN, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.093,2000-12-10 10:43:30.093,59,0.00,0.00,  
9415,CHEN,DVPFC, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.093,2000-12-10 10:43:30.093,NULL,0.00,0.00,  
9416,DORR,GPSYCQLXWCYNHP, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.103,2000-12-10 10:43:30.103,NULL,0.00,0.00,  
9417,EFLIN,YJNM, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.103,2000-12-10 10:43:30.103,109,0.00,0.00,  
9418,FLORINI,MDNQTLKZTXWYIV, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.123,2000-12-10 10:43:30.123,NULL,0.00,0.00,  
9419,GOHAN,XGTMYYGJVVMRKB, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.133,2000-12-10 10:43:30.133,NULL,0.00,0.00,  
9420,HAHN,FGWYXNPWUVBDWA, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.143,2000-12-10 10:43:30.143,490,0.00,0.00,  
9421,INFANTE,DYVFDHIIGTVEKN, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.143,2000-12-10 10:43:30.143,NULL,0.00,0.00,  
9422,JONES,IOFYEGYYZYCVY, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.153,2000-12-10 10:43:30.153,NULL,0.00,0.00,  
9423,KAHRMANN,XVWW, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.153,2000-12-10 10:43:30.153,NULL,0.00,0.00,  
9424,LING,BZWYYPYKJGXSSQ, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.153,2000-12-10 10:43:30.153,107,0.00,0.00,  
9425,MAKAI,IVXEKWHWDJ, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.163,2000-12-10 10:43:30.163,NULL,0.00,0.00,  
9426,NELSON,FBDOG, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.163,2000-12-10 10:43:30.163,NULL,0.00,0.00,  
9427,OLPHANT,BUNVNWWABO, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.173,2000-12-10 10:43:30.173,310,0.00,0.00,  
9428,PAYNTER,TVPUMLJU, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.173,2000-12-10 10:43:30.173,NULL,0.00,0.00,  
9429,QUINT,JEOTGPPMYJKHQ, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.183,2000-12-10 10:43:30.183,NULL,0.00,0.00,  
9430,RYAN,BRKIE, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.183,2000-12-10 10:43:30.183,NULL,0.00,0.00,  
9431,STEIN,QFGAKKJBLWFBKB, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.193,2000-12-10 10:43:30.193,NULL,0.00,0.00,  
9432,TOLSKY,PXSNJBMEQORFGI, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.193,2000-12-10 10:43:30.193,NULL,0.00,0.00,  
9433,UNAKLET,LCMKKBOCTPDHMK, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.203,2000-12-10 10:43:30.203,NULL,0.00,0.00,  
9434,VANN,VPSEBBEIONM, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.203,2000-12-10 10:43:30.203,NULL,0.00,0.00,  
9435,WOLFMULE,ZJYUHZTQWVUJUI, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.213,2000-12-10 10:43:30.213,216,0.00,0.00,  
9436,XAVIER,UIIPAXLRONYSF, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.213,2000-12-10 10:43:30.213,NULL,0.00,0.00,  
9437,YEONG,YDQUMYWCLC, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.213,2000-12-10 10:43:30.213,NULL,0.00,0.00,  
9438,ZUCKER,BKMYFNIUVHCLQJ, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.223,2000-12-10 10:43:30.223,NULL,0.00,0.00,  
9439,ANDERSON,WRVVC, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.453,2000-12-10 10:43:30.453,NULL,0.00,0.00,  
9440,BARR,CTMBSJ, , , ,  ,  ,          , ,1999-10-13 10:43:30.453,2000-12-10 10:43:30.453,NULL,0.00,0.00,  
9441,CHEN,DXDFACELNXTBZP, , , ,  ,  ,          , ,1999-10-13 10:43:30.463,2000-12-10 10:43:30.463,NULL,0.00,0.00,  
9442,DORR,RJGSYEKGNCJUOX, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.463,2000-12-10 10:43:30.463,NULL,0.00,0.00,  
9443,EFLIN,JLVCSM, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.473,2000-12-10 10:43:30.473,NULL,0.00,0.00,  
9444,FLORINI,GTTDV, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.473,2000-12-10 10:43:30.473,NULL,0.00,0.00,  
9445,GOHAN,AHHTTQZOYR, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.473,2000-12-10 10:43:30.473,NULL,0.00,0.00,  
9446,HAHN,SZWLMQNDUTAUHG, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.483,2000-12-10 10:43:30.483,NULL,0.00,0.00,  
9447,INFANTE,BEOJLDZWZWP, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.483,2000-12-10 10:43:30.483,NULL,0.00,0.00,  
9448,JONES,MIRSYODWRWJX, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.493,2000-12-10 10:43:30.493,NULL,0.00,0.00,  
9449,KAHRMANN,DRFFRHUMQQWBAH, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.493,2000-12-10 10:43:30.493,NULL,0.00,0.00,  
9450,LING,YWFFUZNMBSYZ, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.503,2000-12-10 10:43:30.503,NULL,0.00,0.00,  
9451,MAKAI,OVGMBEAWYQQDZF, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.503,2000-12-10 10:43:30.503,NULL,0.00,0.00,  
9452,NELSON,UKPEPF, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.513,2000-12-10 10:43:30.513,NULL,0.00,0.00,  
9453,OLPHANT,GPEAWWMJDQSURT, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.513,2000-12-10 10:43:30.513,NULL,0.00,0.00,  
9454,PAYNTER,NKBQ, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.523,2000-12-10 10:43:30.523,NULL,0.00,0.00,  
9455,QUINT,DHMUNODMGMPX, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.523,2000-12-10 10:43:30.523,NULL,0.00,0.00,  
9456,RYAN,DDWQKWX, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.533,2000-12-10 10:43:30.533,NULL,0.00,0.00,  
9457,STEIN,FCNJDCJZTJNHUB, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.533,2000-12-10 10:43:30.533,NULL,0.00,0.00,  
9458,TOLSKY,FPWBQWSDLOEQWG, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.543,2000-12-10 10:43:30.543,NULL,0.00,0.00,  
9459,UNAKLET,RGXJCYCDLXEXNJ, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.543,2000-12-10 10:43:30.543,NULL,0.00,0.00,  
9460,VANN,HKLXLHOGQHQKMH, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.553,2000-12-10 10:43:30.553,NULL,0.00,0.00,  
9461,WOLFMULE,ZJCXSHST, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.553,2000-12-10 10:43:30.553,NULL,0.00,0.00,  
9462,XAVIER,YAEY, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.553,2000-12-10 10:43:30.553,NULL,0.00,0.00,  
9463,YEONG,RXTWFZFKMFCEOO, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.563,2000-12-10 10:43:30.563,NULL,0.00,0.00,  
9464,ZUCKER,WYLJMNXQID, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.563,2000-12-10 10:43:30.563,NULL,0.00,0.00,  
9465,ANDERSON,YNQEQUIVLNYN, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.793,2000-12-10 10:43:30.793,NULL,0.00,0.00,  
9466,BARR,EQUOOXOPOUHVPZ, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.803,2000-12-10 10:43:30.803,NULL,0.00,0.00,  
9467,CHEN,ETURTGYJKTGM, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.803,2000-12-10 10:43:30.803,NULL,0.00,0.00,  
9468,DORR,KNSHEYSL, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.803,2000-12-10 10:43:30.803,NULL,0.00,0.00,  
9469,EFLIN,WKCNRPTULD, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.813,2000-12-10 10:43:30.813,394,0.00,0.00,  
9470,FLORINI,HWQFOGPVWCXUXH, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.823,2000-12-10 10:43:30.823,403,0.00,0.00,  
9471,GOHAN,ICWAXEHQF, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.823,2000-12-10 10:43:30.823,NULL,0.00,0.00,  
9472,HAHN,JZODONHSCNSXZM, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.823,2000-12-10 10:43:30.823,191,0.00,0.00,  
9473,INFANTE,OBOVFORTXETFMQ, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.833,2000-12-10 10:43:30.833,NULL,0.00,0.00,  
9474,JONES,CMDDCKMQSPCDAJ, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.843,2000-12-10 10:43:30.843,NULL,0.00,0.00,  
9475,KAHRMANN,UNVS, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.933,2000-12-10 10:43:30.933,NULL,0.00,0.00,  
9476,LING,NGIHSG, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.933,2000-12-10 10:43:30.933,NULL,0.00,0.00,  
9477,MAKAI,GVBGOHJDAIYMYY, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.943,2000-12-10 10:43:30.943,NULL,0.00,0.00,  
9478,NELSON,ORGMRVQKIFZHOT, , , ,  ,  ,          , ,1999-10-13 10:43:30.943,2000-12-10 10:43:30.943,NULL,0.00,0.00,  
9479,OLPHANT,CRAPFZGETOQJCD, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.953,2000-12-10 10:43:30.953,NULL,0.00,0.00,  
9480,PAYNTER,RQVEECTCUFJRKZ, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.953,2000-12-10 10:43:30.953,NULL,0.00,0.00,  
9481,QUINT,KJFSOQXQXFBXKL, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.963,2000-12-10 10:43:30.963,NULL,0.00,0.00,  
9482,RYAN,TVGFWNG, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.963,2000-12-10 10:43:30.963,NULL,0.00,0.00,  
9483,STEIN,VPHYEYIZIX, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.973,2000-12-10 10:43:30.973,NULL,0.00,0.00,  
9484,TOLSKY,LIE, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.973,2000-12-10 10:43:30.973,NULL,0.00,0.00,  
9485,UNAKLET,UFFNT, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.973,2000-12-10 10:43:30.973,500,0.00,0.00,  
9486,VANN,IWUWGUOEXQDUI, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.983,2000-12-10 10:43:30.983,NULL,0.00,0.00,  
9487,WOLFMULE,TCEBURZGHQTZNN, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.993,2000-12-10 10:43:30.993,NULL,0.00,0.00,  
9488,XAVIER,QYUZWBLOXKTHPO, , , ,  ,  ,          ,             ,1999-10-13 10:43:30.993,2000-12-10 10:43:30.993,NULL,0.00,0.00,  
9489,YEONG,UJHQGXTJYHUXQV, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.003,2000-12-10 10:43:31.003,225,0.00,0.00,  
9490,ZUCKER,OVNCNSFEXSSS, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.003,2000-12-10 10:43:31.003,NULL,0.00,0.00,  
9491,ANDERSON,CBJVALYHCTHUVC, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.213,2000-12-10 10:43:31.213,NULL,0.00,0.00,  
9492,BARR,JYLGQFDJ, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.223,2000-12-10 10:43:31.223,NULL,0.00,0.00,  
9493,CHEN,YSHCMJOYL, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.223,2000-12-10 10:43:31.223,NULL,0.00,0.00,  
9494,DORR,CCQJLLCCQYAU, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.223,2000-12-10 10:43:31.223,NULL,0.00,0.00,  
9495,EFLIN,MTFFDTBGPRLGXP, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.233,2000-12-10 10:43:31.233,NULL,0.00,0.00,  
9496,FLORINI,OQTFUOOKUBPUAP, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.233,2000-12-10 10:43:31.233,NULL,0.00,0.00,  
9497,GOHAN,WCTQGDZSZH, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.243,2000-12-10 10:43:31.243,NULL,0.00,0.00,  
9498,HAHN,OTPETKXSKUISOF, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.253,2000-12-10 10:43:31.253,NULL,0.00,0.00,  
9499,INFANTE,VUKKLCQTHTXWNT, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.253,2000-12-10 10:43:31.253,NULL,0.00,0.00,  
9500,JONES,QPRUYCLZUHS, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.263,2000-12-10 10:43:31.263,NULL,0.00,0.00,  
9501,KAHRMANN,UYC, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.263,2000-12-10 10:43:31.263,NULL,0.00,0.00,  
9502,LING,REVSCPHFIJJZFS, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.263,2000-12-10 10:43:31.263,NULL,0.00,0.00,  
9503,MAKAI,YBUNKBXTICKHRT, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.273,2000-12-10 10:43:31.273,386,0.00,0.00,  
9504,NELSON,HEAJXBUWWOVLSH, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.283,2000-12-10 10:43:31.283,NULL,0.00,0.00,  
9505,OLPHANT,XWASGQHG, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.283,2000-12-10 10:43:31.283,NULL,0.00,0.00,  
9506,PAYNTER,LDOI, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.283,2000-12-10 10:43:31.283,NULL,0.00,0.00,  
9507,QUINT,LZLRQYO, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.293,2000-12-10 10:43:31.293,440,0.00,0.00,  
9508,RYAN,MABRKILLLTKUUL, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.293,2000-12-10 10:43:31.293,NULL,0.00,0.00,  
9509,STEIN,KJJSJQTWUZMQZP, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.303,2000-12-10 10:43:31.303,NULL,0.00,0.00,  
9510,TOLSKY,BQCFILWYSINFLC, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.303,2000-12-10 10:43:31.303,NULL,0.00,0.00,  
9511,UNAKLET,XDELGXXBFOMGIE, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.313,2000-12-10 10:43:31.313,NULL,0.00,0.00,  
9512,VANN,TQDTGH, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.313,2000-12-10 10:43:31.313,NULL,0.00,0.00,  
9513,WOLFMULE,NEJUM, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.323,2000-12-10 10:43:31.323,NULL,0.00,0.00,  
9514,XAVIER,HUCUKQOS, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.323,2000-12-10 10:43:31.323,NULL,0.00,0.00,  
9515,YEONG,BNICQIGVLXZSNB, , , ,  ,  ,          , ,1999-10-13 10:43:31.333,2000-12-10 10:43:31.333,NULL,0.00,0.00,  
9516,ZUCKER,KPFHJV, , , ,  ,  ,          , ,1999-10-13 10:43:31.333,2000-12-10 10:43:31.333,NULL,0.00,0.00,  
9517,ANDERSON,XYBBSWXUXPBFON, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.533,2000-12-10 10:43:31.533,NULL,0.00,0.00,  
9518,BARR,JIFQDYGIEXMAYX, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.543,2000-12-10 10:43:31.543,NULL,0.00,0.00,  
9519,CHEN,RRLR, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.543,2000-12-10 10:43:31.543,NULL,0.00,0.00,  
9520,DORR,ZMJKBYNSS, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.553,2000-12-10 10:43:31.553,NULL,0.00,0.00,  
9521,EFLIN,WDJWJPIMCLKQYB, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.553,2000-12-10 10:43:31.553,NULL,0.00,0.00,  
9522,FLORINI,OFEWYTECRX, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.563,2000-12-10 10:43:31.563,NULL,0.00,0.00,  
9523,GOHAN,TVKCBYLOCQWMXW, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.563,2000-12-10 10:43:31.563,471,0.00,0.00,  
9524,HAHN,IONQMHBDXGWDCH, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.573,2000-12-10 10:43:31.573,NULL,0.00,0.00,  
9525,INFANTE,AWJSMIYYDEV, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.573,2000-12-10 10:43:31.573,NULL,0.00,0.00,  
9526,JONES,KBHDRWUONIYIJR, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.583,2000-12-10 10:43:31.583,NULL,0.00,0.00,  
9527,KAHRMANN,RJCJVWSDOWLPNS, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.583,2000-12-10 10:43:31.583,NULL,0.00,0.00,  
9528,LING,SKLT, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.593,2000-12-10 10:43:31.593,NULL,0.00,0.00,  
9529,MAKAI,IUQSRWGQLSWNZZ, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.593,2000-12-10 10:43:31.593,NULL,0.00,0.00,  
9530,NELSON,XQBHRMNQBWSRKE, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.603,2000-12-10 10:43:31.603,NULL,0.00,0.00,  
9531,OLPHANT,KHGLGJBTPCMTF, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.603,2000-12-10 10:43:31.603,NULL,0.00,0.00,  
9532,PAYNTER,OROGIRTDBDPE, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.613,2000-12-10 10:43:31.613,NULL,0.00,0.00,  
9533,QUINT,YHVIZURKVEBSCO, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.613,2000-12-10 10:43:31.613,NULL,0.00,0.00,  
9534,RYAN,LWYDIFMTAAQSQV, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.623,2000-12-10 10:43:31.623,NULL,0.00,0.00,  
9535,STEIN,QJIFYYKJURIBSB, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.623,2000-12-10 10:43:31.623,NULL,0.00,0.00,  
9536,TOLSKY,IUQ, , , ,  ,  ,          ,             ,1999-10-13 10:43:31.633,2000-12-10 10:43:31.633,NULL,0.00,0.00,  
